(193.0993,-111.9225,-36.4286,-30.0970,0.0000,0.0000,0,1.0000),
(6.5021,-226.9309,-31.4505,-88.3588,0.0000,0.0000,0,1.0000),
(6.5021,-226.9316,-55.1859,-88.3588,0.5000,0.5000,0,1.0000),
(6.5021,-226.9316,-55.1859,-88.3588,0.5000,0.5000,1,1.0000),
(6.5021,-226.9316,-30.0000,-88.3588,0.0000,0.0000,1,1.0000),
(4.0303,-140.6619,9.6728,-88.3588,0.0000,0.0000,1,1.0000),
(6.0301,-210.4582,143.4884,-88.3588,0.0000,0.0000,1,1.0000),
(205.0473,47.7979,143.4884,13.1217,0.0000,0.0000,1,1.0000),
(269.9973,59.5663,130.0000,12.4412,0.0000,0.0000,1,1.0000),
(269.9973,59.5663,112.1037,12.4412,0.5000,0.5000,1,1.0000),
(269.9973,59.5663,112.1037,12.4412,0.5000,0.5000,0,1.0000),
(269.9973,59.5663,130.0000,12.4412,0.0000,0.0000,0,1.0000),
(205.0473,47.7979,143.4884,13.1217,0.0000,0.0000,0,1.0000),
(197.4314,-73.1428,143.4884,-20.3282,0.0000,0.0000,0,1.0000),
(193.0993,-111.9225,-36.4286,-30.0970,0.0000,0.0000,0,1.0000)
